ORIGINAL ORDER,MONTH,HABITAT,PLOP,SUB,TAG,INDICADOR,FAMILY,Nombre científico,GENERO,Especie,B,F,UF,RF,D,OBS,N,DATE,YEAR,TEMPERATURE,RAIN,GENERO_limpio,Rol_Agroforestal
71503,11,Bosque de Tierra Firme,TF1,6b,589,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Hymenaea,Estrella Comercial - Frutal
71520,11,Bosque de Tierra Firme,TF2,1b,614,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,frutos secos,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Copaifera,Estrella Comercial - Industrial
71523,11,Bosque de Tierra Firme,TF2,1b,617,NO,Sapotaceae,Pouteria sp. 2,Pouteria,sp,0,0,0,0,0,hojas nuevas,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Pouteria,Estrella Comercial - Frutal
71529,11,Bosque de Tierra Firme,TF2,1b,624,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Hevea,Estrella Comercial - Industrial
71534,11,Bosque de Tierra Firme,TF2,2a,629,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Hevea,Estrella Comercial - Industrial
71541,11,Bosque de Tierra Firme,TF2,2b,638,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Brosimum,Caja Fuerte - Maderable
71547,11,Bosque de Tierra Firme,TF2,3a,648,NO,Sapotaceae,Pouteria torta (Mart.) Radlk.,Pouteria,torta,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Pouteria,Estrella Comercial - Frutal
71552,11,Bosque de Tierra Firme,TF2,3b,654,NO,Fabaceae,Inga sapindoides Willd.,Inga,sapindoides,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Inga,Ingeniero del Suelo - Fijador N
71557,11,Bosque de Tierra Firme,TF2,4a,661,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Hevea,Estrella Comercial - Industrial
71560,11,Bosque de Tierra Firme,TF2,4a,664,NO,Sapotaceae,Pouteria sp. 3,Pouteria,sp,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Pouteria,Estrella Comercial - Frutal
71564,11,Bosque de Tierra Firme,TF2,4a,669,NO,Fabaceae,Tachigali vasquezii Pipoly,Tachigali,vasquezii,0,0,0,0,0,,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Tachigali,Ingeniero del Suelo - Fijador N
71574,11,Bosque de Tierra Firme,TF2,4b,681,NO,Malvaceae,Theobroma speciosum Willd. ex Spreng.,Theobroma,speciosum,0,0,0,0,0,muerto,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Theobroma,Estrella Comercial - Frutal
71589,11,Bosque de Tierra Firme,TF2,5a,698,NO,Meliaceae,Cedrela fissilis Vell.,Cedrela,fissilis,0,0,0,0,0,hojas nuevas,0,2016-11-16,2016,25.09708333333333,449.96000000000015,Cedrela,Caja Fuerte - Maderable
71627,11,Bosque de Tierra Firme,TF3,2b,746,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Hevea,Estrella Comercial - Industrial
71630,11,Bosque de Tierra Firme,TF3,2b,749,NO,Fabaceae,Cedrelinga catenaeformis (Ducke) Ducke,Cedrelinga,catenaeformis,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Cedrelinga,Caja Fuerte - Maderable / Fijador N
71633,11,Bosque de Tierra Firme,TF3,3a,756,NO,Fabaceae,Inga alba (Sw.) Willd.,Inga,alba,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Inga,Ingeniero del Suelo - Fijador N
71640,11,Bosque de Tierra Firme,TF3,4a,765,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Aspidosperma,Caja Fuerte - Maderable
71649,11,Bosque de Tierra Firme,TF3,4b,777,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Hevea,Estrella Comercial - Industrial
71655,11,Bosque de Tierra Firme,TF3,5a,785,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,frutos secos,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Copaifera,Estrella Comercial - Industrial
71659,11,Bosque de Tierra Firme,TF3,5a,790,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,2,0,0,,1,2016-11-17,2016,25.09708333333333,449.96000000000015,Hevea,Estrella Comercial - Industrial
71664,11,Bosque de Tierra Firme,TF3,5b,796,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,frutos secos,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Copaifera,Estrella Comercial - Industrial
71672,11,Bosque de Tierra Firme,TF4,1a,807,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Hevea,Estrella Comercial - Industrial
71676,11,Bosque de Tierra Firme,TF4,1a,811,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Hevea,Estrella Comercial - Industrial
71682,11,Bosque de Tierra Firme,TF4,1b,817,NO,Sapotaceae,Pouteria pariry (Ducke) Baehni,Pouteria,pariry,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Pouteria,Estrella Comercial - Frutal
71685,11,Bosque de Tierra Firme,TF4,1b,820,NO,Olacaceae,Aptandra tubicina (Poepp.) Benth. ex Miers,Aptandra,tubicina,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Aptandra,Ingeniero del Suelo - Pionera
71705,11,Bosque de Tierra Firme,TF4,2a,840,NO,Fabaceae,Inga stipularis DC.,Inga,stipularis,2,0,0,0,0,,1,2016-11-17,2016,25.09708333333333,449.96000000000015,Inga,Ingeniero del Suelo - Fijador N
71727,11,Bosque de Tierra Firme,TF4,3a,867,NO,Fabaceae,Inga punctata Willd.,Inga,punctata,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Inga,Ingeniero del Suelo - Fijador N
71735,11,Bosque de Tierra Firme,TF4,3a,876,NO,Bignonaceae,Jacaranda copaia (Aubl.) D.Don,Jacaranda,copaia,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Jacaranda,Ingeniero del Suelo - Pionera
71742,11,Bosque de Tierra Firme,TF4,3b,884,NO,Apocynaceae,Aspidosperma nitidum Benth. ex Müll.Arg.,Aspidosperma,nitidum,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Aspidosperma,Caja Fuerte - Maderable
71749,11,Bosque de Tierra Firme,TF4,3b,891,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,0,0,0,0,,0,2016-11-17,2016,25.09708333333333,449.96000000000015,Pouteria,Estrella Comercial - Frutal
71762,11,Bosque de Tierra Firme,TF5,1a,903,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,0,0,2,0,0,,1,2016-11-16,2016,25.09708333333333,449.96000000000015,Pouteria,Estrella Comercial - Frutal
71768,11,Bosque de Tierra Firme,TF5,1a,911,NO,Fabaceae,Inga auristellae Harms,Inga,auristellae,0,0,1,0,0,,1,2016-11-16,2016,25.09708333333333,449.96000000000015,Inga,Ingeniero del Suelo - Fijador N
