ORIGINAL ORDER,MONTH,HABITAT,PLOP,SUB,TAG,INDICADOR,FAMILY,Nombre científico,GENERO,Especie,B,F,UF,RF,D,OBS,N,DATE,YEAR,TEMPERATURE,RAIN,GENERO_limpio,Rol_Agroforestal
24710,6,Bosque de Tierra Firme,TF5,4b,983,NO,Bignonaceae,Jacaranda copaia subsp. spectabilis (Mart. ex DC.) A.H.Gentry,Jacaranda,copaia subsp. spectabilis,0,0,0,0,0,,0,2010-06-17,2010,24.629310344827587,376.04999999999995,Jacaranda,Ingeniero del Suelo - Pionera
24713,6,Bosque de Tierra Firme,TF5,4b,986,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,2,0,0,0,0,,1,2010-06-17,2010,24.629310344827587,376.04999999999995,Pouteria,Estrella Comercial - Frutal
24715,6,Bosque de Tierra Firme,TF5,4b,988,NO,Moraceae,Brosimum acutifolium subsp. obovatum (Ducke) C.C.Berg,Brosimum,acutifolium subsp. obovatum,0,0,0,0,0,,0,2010-06-17,2010,24.629310344827587,376.04999999999995,Brosimum,Caja Fuerte - Maderable
24717,6,Bosque de Tierra Firme,TF5,4b,990,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,1,0,0,0,,1,2010-06-17,2010,24.629310344827587,376.04999999999995,Pouteria,Estrella Comercial - Frutal
24724,6,Bosque de Tierra Firme,TF5,5a,994A,NO,Apocynaceae,Aspidosperma rigidum Rusby,Aspidosperma,rigidum,0,0,0,0,0,,0,2010-06-17,2010,24.629310344827587,376.04999999999995,Aspidosperma,Caja Fuerte - Maderable
24727,6,Bosque de Tierra Firme,TF5,5b,998,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,0,0,0,,0,2010-06-17,2010,24.629310344827587,376.04999999999995,Swartzia,Ingeniero del Suelo - Fijador N
24731,6,Bosque de Tierra Firme,TF5,5b,958A,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,,0,2010-06-17,2010,24.629310344827587,376.04999999999995,Aspidosperma,Caja Fuerte - Maderable
25673,7,Bosque de Tierra Firme,TF1,1a,501,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Swartzia,Ingeniero del Suelo - Fijador N
25676,7,Bosque de Tierra Firme,TF1,1a,504,NO,Fabaceae,Swartzia tomentifera (Ducke) Ducke,Swartzia,tomentifera,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Swartzia,Ingeniero del Suelo - Fijador N
25678,7,Bosque de Tierra Firme,TF1,1a,506,NO,Apocynaceae,Aspidosperma nitidum Benth. ex Müll.Arg.,Aspidosperma,nitidum,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Aspidosperma,Caja Fuerte - Maderable
25684,7,Bosque de Tierra Firme,TF1,1b,512,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
25696,7,Bosque de Tierra Firme,TF1,2b,528,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,desfoliando,0,2011-07-10,2011,23.49146774193548,161.93,Erythrina,Ingeniero del Suelo - Fijador N
25697,7,Bosque de Tierra Firme,TF1,2b,529,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Erythrina,Ingeniero del Suelo - Fijador N
25710,7,Bosque de Tierra Firme,TF1,3b,547,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Erythrina,Ingeniero del Suelo - Fijador N
25718,7,Bosque de Tierra Firme,TF1,4b,559,NO,Sapotaceae,Pouteria pariry (Ducke) Baehni,Pouteria,pariry,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
25722,7,Bosque de Tierra Firme,TF1,5a,564,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,0,0,0,1,0,,1,2011-07-10,2011,23.49146774193548,161.93,Hymenaea,Estrella Comercial - Frutal
25734,7,Bosque de Tierra Firme,TF1,6a,580,NO,Sapotaceae,Pouteria sp. 3,Pouteria,sp,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
25735,7,Bosque de Tierra Firme,TF1,6a,581,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,3,0,0,,1,2011-07-10,2011,23.49146774193548,161.93,Swartzia,Ingeniero del Suelo - Fijador N
25738,7,Bosque de Tierra Firme,TF1,6b,589,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,0,0,3,3,0,,1,2011-07-10,2011,23.49146774193548,161.93,Hymenaea,Estrella Comercial - Frutal
25757,7,Bosque de Tierra Firme,TF2,1b,614,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Copaifera,Estrella Comercial - Industrial
25760,7,Bosque de Tierra Firme,TF2,1b,617,NO,Sapotaceae,Pouteria sp. 2,Pouteria,sp,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
25764,7,Bosque de Tierra Firme,TF2,1b,624,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Hevea,Estrella Comercial - Industrial
25768,7,Bosque de Tierra Firme,TF2,2a,629,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Hevea,Estrella Comercial - Industrial
25775,7,Bosque de Tierra Firme,TF2,2b,638,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Brosimum,Caja Fuerte - Maderable
25780,7,Bosque de Tierra Firme,TF2,3a,648,NO,Sapotaceae,Pouteria torta (Mart.) Radlk.,Pouteria,torta,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
25785,7,Bosque de Tierra Firme,TF2,3b,654,NO,Fabaceae,Inga sapindoides Willd.,Inga,sapindoides,0,1,0,0,0,,1,2011-07-10,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
25790,7,Bosque de Tierra Firme,TF2,4a,661,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Hevea,Estrella Comercial - Industrial
25796,7,Bosque de Tierra Firme,TF2,4a,669,NO,Fabaceae,Tachigali vasquezii Pipoly,Tachigali,vasquezii,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Tachigali,Ingeniero del Suelo - Fijador N
25805,7,Bosque de Tierra Firme,TF2,4b,681,NO,Malvaceae,Theobroma speciosum Willd. ex Spreng.,Theobroma,speciosum,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Theobroma,Estrella Comercial - Frutal
25811,7,Bosque de Tierra Firme,TF2,4b,687,NO,Urticaceae,Cecropia sciadophylla Mart.,Cecropia,sciadophylla,0,0,0,0,0,desfoliado,0,2011-07-10,2011,23.49146774193548,161.93,Cecropia,Ingeniero del Suelo - Pionera
25819,7,Bosque de Tierra Firme,TF2,5a,695,NO,Arecaceae,Bactris gasipaes Kunth,Bactris,gasipaes,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Bactris,Estrella Comercial - Frutal
25822,7,Bosque de Tierra Firme,TF2,5a,698,NO,Meliaceae,Cedrela fissilis Vell.,Cedrela,fissilis,0,0,0,0,0,,0,2011-07-10,2011,23.49146774193548,161.93,Cedrela,Caja Fuerte - Maderable
25842,7,Bosque de Tierra Firme,TF3,1b,721,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Brosimum,Caja Fuerte - Maderable
25862,7,Bosque de Tierra Firme,TF3,2b,746,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Hevea,Estrella Comercial - Industrial
25864,7,Bosque de Tierra Firme,TF3,2b,749,NO,Fabaceae,Cedrelinga catenaeformis (Ducke) Ducke,Cedrelinga,catenaeformis,0,0,0,0,0,desfoliando,0,2011-07-15,2011,23.49146774193548,161.93,Cedrelinga,Caja Fuerte - Maderable / Fijador N
25867,7,Bosque de Tierra Firme,TF3,3a,756,NO,Fabaceae,Inga alba (Sw.) Willd.,Inga,alba,0,1,0,0,0,,1,2011-07-15,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
25874,7,Bosque de Tierra Firme,TF3,4a,765,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Aspidosperma,Caja Fuerte - Maderable
25883,7,Bosque de Tierra Firme,TF3,4b,777,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Hevea,Estrella Comercial - Industrial
25888,7,Bosque de Tierra Firme,TF3,5a,785,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Copaifera,Estrella Comercial - Industrial
25892,7,Bosque de Tierra Firme,TF3,5a,790,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Hevea,Estrella Comercial - Industrial
25897,7,Bosque de Tierra Firme,TF3,5b,796,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Copaifera,Estrella Comercial - Industrial
25905,7,Bosque de Tierra Firme,TF4,1a,807,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Hevea,Estrella Comercial - Industrial
25909,7,Bosque de Tierra Firme,TF4,1a,811,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Hevea,Estrella Comercial - Industrial
25915,7,Bosque de Tierra Firme,TF4,1b,817,NO,Sapotaceae,Pouteria pariry (Ducke) Baehni,Pouteria,pariry,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
25918,7,Bosque de Tierra Firme,TF4,1b,820,NO,Olacaceae,Aptandra tubicina (Poepp.) Benth. ex Miers,Aptandra,tubicina,0,4,0,0,0,,1,2011-07-15,2011,23.49146774193548,161.93,Aptandra,Ingeniero del Suelo - Pionera
25935,7,Bosque de Tierra Firme,TF4,2a,840,NO,Fabaceae,Inga stipularis DC.,Inga,stipularis,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
25956,7,Bosque de Tierra Firme,TF4,3a,867,NO,Fabaceae,Inga punctata Willd.,Inga,punctata,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
25964,7,Bosque de Tierra Firme,TF4,3a,876,NO,Bignonaceae,Jacaranda copaia (Aubl.) D.Don,Jacaranda,copaia,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Jacaranda,Ingeniero del Suelo - Pionera
25972,7,Bosque de Tierra Firme,TF4,3b,884,NO,Apocynaceae,Aspidosperma nitidum Benth. ex Müll.Arg.,Aspidosperma,nitidum,0,0,0,0,0,,0,2011-07-15,2011,23.49146774193548,161.93,Aspidosperma,Caja Fuerte - Maderable
25988,7,Bosque de Tierra Firme,TF5,1a,903,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,0,0,0,1,0,,1,2011-07-11,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
25994,7,Bosque de Tierra Firme,TF5,1a,911,NO,Fabaceae,Inga auristellae Harms,Inga,auristellae,0,1,0,0,0,,1,2011-07-11,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
25997,7,Bosque de Tierra Firme,TF5,1b,915,NO,Fabaceae,Inga sp. 2,Inga,sp,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
26000,7,Bosque de Tierra Firme,TF5,1b,918,NO,Fabaceae,Inga cordistipula Mart.,Inga,cordistipula,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
26004,7,Bosque de Tierra Firme,TF5,2a,923,NO,Malvaceae,Theobroma speciosum Willd. ex Spreng.,Theobroma,speciosum,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Theobroma,Estrella Comercial - Frutal
26009,7,Bosque de Tierra Firme,TF5,2a,930,NO,Apocynaceae,Aspidosperma rigidum Rusby,Aspidosperma,rigidum,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Aspidosperma,Caja Fuerte - Maderable
26011,7,Bosque de Tierra Firme,TF5,2b,934,NO,Fabaceae,Dipteryx micrantha Harms,Dipteryx,micrantha,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Dipteryx,Estrella Comercial - Industrial
26019,7,Bosque de Tierra Firme,TF5,3a,942,NO,Fabaceae,Inga edulis Mart.,Inga,edulis,3,2,0,0,0,,1,2011-07-11,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
26023,7,Bosque de Tierra Firme,TF5,3a,946,NO,Fabaceae,Inga sp. 2,Inga,sp,3,4,0,0,0,,1,2011-07-11,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
26031,7,Bosque de Tierra Firme,TF5,3b,959,NO,Fabaceae,Inga sp. 2,Inga,sp,3,3,0,0,0,,1,2011-07-11,2011,23.49146774193548,161.93,Inga,Ingeniero del Suelo - Fijador N
26038,7,Bosque de Tierra Firme,TF5,4a,970,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,0,0,4,0,0,,1,2011-07-11,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
26046,7,Bosque de Tierra Firme,TF5,4b,983,NO,Bignonaceae,Jacaranda copaia subsp. spectabilis (Mart. ex DC.) A.H.Gentry,Jacaranda,copaia subsp. spectabilis,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Jacaranda,Ingeniero del Suelo - Pionera
26049,7,Bosque de Tierra Firme,TF5,4b,986,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,0,2,0,0,,1,2011-07-11,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
26051,7,Bosque de Tierra Firme,TF5,4b,988,NO,Moraceae,Brosimum acutifolium subsp. obovatum (Ducke) C.C.Berg,Brosimum,acutifolium subsp. obovatum,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Brosimum,Caja Fuerte - Maderable
26053,7,Bosque de Tierra Firme,TF5,4b,990,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,0,3,0,0,,1,2011-07-11,2011,23.49146774193548,161.93,Pouteria,Estrella Comercial - Frutal
26061,7,Bosque de Tierra Firme,TF5,5a,994A,NO,Apocynaceae,Aspidosperma rigidum Rusby,Aspidosperma,rigidum,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Aspidosperma,Caja Fuerte - Maderable
26064,7,Bosque de Tierra Firme,TF5,5b,998,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,0,0,0,,0,2011-07-11,2011,23.49146774193548,161.93,Swartzia,Ingeniero del Suelo - Fijador N
26068,7,Bosque de Tierra Firme,TF5,5b,958A,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,desfoliando,0,2011-07-11,2011,23.49146774193548,161.93,Aspidosperma,Caja Fuerte - Maderable
27010,8,Bosque de Tierra Firme,TF1,1a,501,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Swartzia,Ingeniero del Suelo - Fijador N
27013,8,Bosque de Tierra Firme,TF1,1a,504,NO,Fabaceae,Swartzia tomentifera (Ducke) Ducke,Swartzia,tomentifera,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Swartzia,Ingeniero del Suelo - Fijador N
27015,8,Bosque de Tierra Firme,TF1,1a,506,NO,Apocynaceae,Aspidosperma nitidum Benth. ex Müll.Arg.,Aspidosperma,nitidum,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Aspidosperma,Caja Fuerte - Maderable
27021,8,Bosque de Tierra Firme,TF1,1b,512,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Pouteria,Estrella Comercial - Frutal
27022,8,Bosque de Tierra Firme,TF1,1b,513,NO,Euphorbiaceae,Croton sp.,Croton,sp,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Croton,Estrella Comercial - Industrial
27034,8,Bosque de Tierra Firme,TF1,2b,528,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,3,0,0,0,0,,1,2011-08-06,2011,23.010290322580637,74.52000000000001,Erythrina,Ingeniero del Suelo - Fijador N
27035,8,Bosque de Tierra Firme,TF1,2b,529,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,4,0,0,0,0,,1,2011-08-06,2011,23.010290322580637,74.52000000000001,Erythrina,Ingeniero del Suelo - Fijador N
27047,8,Bosque de Tierra Firme,TF1,3b,547,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Erythrina,Ingeniero del Suelo - Fijador N
27055,8,Bosque de Tierra Firme,TF1,4b,559,NO,Sapotaceae,Pouteria pariry (Ducke) Baehni,Pouteria,pariry,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Pouteria,Estrella Comercial - Frutal
27056,8,Bosque de Tierra Firme,TF1,4b,560,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Erythrina,Ingeniero del Suelo - Fijador N
27060,8,Bosque de Tierra Firme,TF1,5a,564,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,0,0,0,2,0,hojas nuevas,1,2011-08-06,2011,23.010290322580637,74.52000000000001,Hymenaea,Estrella Comercial - Frutal
27072,8,Bosque de Tierra Firme,TF1,6a,580,NO,Sapotaceae,Pouteria sp. 3,Pouteria,sp,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Pouteria,Estrella Comercial - Frutal
27073,8,Bosque de Tierra Firme,TF1,6a,581,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,3,1,0,,1,2011-08-06,2011,23.010290322580637,74.52000000000001,Swartzia,Ingeniero del Suelo - Fijador N
27076,8,Bosque de Tierra Firme,TF1,6b,589,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,0,0,0,4,0,,1,2011-08-06,2011,23.010290322580637,74.52000000000001,Hymenaea,Estrella Comercial - Frutal
27095,8,Bosque de Tierra Firme,TF2,1b,614,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Copaifera,Estrella Comercial - Industrial
27098,8,Bosque de Tierra Firme,TF2,1b,617,NO,Sapotaceae,Pouteria sp. 2,Pouteria,sp,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Pouteria,Estrella Comercial - Frutal
27102,8,Bosque de Tierra Firme,TF2,1b,624,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Hevea,Estrella Comercial - Industrial
27106,8,Bosque de Tierra Firme,TF2,2a,629,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Hevea,Estrella Comercial - Industrial
27113,8,Bosque de Tierra Firme,TF2,2b,638,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Brosimum,Caja Fuerte - Maderable
27118,8,Bosque de Tierra Firme,TF2,3a,648,NO,Sapotaceae,Pouteria torta (Mart.) Radlk.,Pouteria,torta,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Pouteria,Estrella Comercial - Frutal
27123,8,Bosque de Tierra Firme,TF2,3b,654,NO,Fabaceae,Inga sapindoides Willd.,Inga,sapindoides,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Inga,Ingeniero del Suelo - Fijador N
27128,8,Bosque de Tierra Firme,TF2,4a,661,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Hevea,Estrella Comercial - Industrial
27134,8,Bosque de Tierra Firme,TF2,4a,669,NO,Fabaceae,Tachigali vasquezii Pipoly,Tachigali,vasquezii,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Tachigali,Ingeniero del Suelo - Fijador N
27143,8,Bosque de Tierra Firme,TF2,4b,681,NO,Malvaceae,Theobroma speciosum Willd. ex Spreng.,Theobroma,speciosum,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Theobroma,Estrella Comercial - Frutal
27149,8,Bosque de Tierra Firme,TF2,4b,687,NO,Urticaceae,Cecropia sciadophylla Mart.,Cecropia,sciadophylla,0,0,0,0,0,desfoliado,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Cecropia,Ingeniero del Suelo - Pionera
27157,8,Bosque de Tierra Firme,TF2,5a,695,NO,Arecaceae,Bactris gasipaes Kunth,Bactris,gasipaes,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Bactris,Estrella Comercial - Frutal
27160,8,Bosque de Tierra Firme,TF2,5a,698,NO,Meliaceae,Cedrela fissilis Vell.,Cedrela,fissilis,0,0,0,0,0,,0,2011-08-06,2011,23.010290322580637,74.52000000000001,Cedrela,Caja Fuerte - Maderable
27180,8,Bosque de Tierra Firme,TF3,1b,721,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Brosimum,Caja Fuerte - Maderable
27200,8,Bosque de Tierra Firme,TF3,2b,746,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,hojas nuevas,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Hevea,Estrella Comercial - Industrial
27202,8,Bosque de Tierra Firme,TF3,2b,749,NO,Fabaceae,Cedrelinga catenaeformis (Ducke) Ducke,Cedrelinga,catenaeformis,0,0,0,0,0,hojas nuevas,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Cedrelinga,Caja Fuerte - Maderable / Fijador N
27205,8,Bosque de Tierra Firme,TF3,3a,756,NO,Fabaceae,Inga alba (Sw.) Willd.,Inga,alba,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Inga,Ingeniero del Suelo - Fijador N
27212,8,Bosque de Tierra Firme,TF3,4a,765,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Aspidosperma,Caja Fuerte - Maderable
27221,8,Bosque de Tierra Firme,TF3,4b,777,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,hojas nuevas,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Hevea,Estrella Comercial - Industrial
27226,8,Bosque de Tierra Firme,TF3,5a,785,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Copaifera,Estrella Comercial - Industrial
27230,8,Bosque de Tierra Firme,TF3,5a,790,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliando,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Hevea,Estrella Comercial - Industrial
27235,8,Bosque de Tierra Firme,TF3,5b,796,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Copaifera,Estrella Comercial - Industrial
27243,8,Bosque de Tierra Firme,TF4,1a,807,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliado,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Hevea,Estrella Comercial - Industrial
27247,8,Bosque de Tierra Firme,TF4,1a,811,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Hevea,Estrella Comercial - Industrial
27253,8,Bosque de Tierra Firme,TF4,1b,817,NO,Sapotaceae,Pouteria pariry (Ducke) Baehni,Pouteria,pariry,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Pouteria,Estrella Comercial - Frutal
27256,8,Bosque de Tierra Firme,TF4,1b,820,NO,Olacaceae,Aptandra tubicina (Poepp.) Benth. ex Miers,Aptandra,tubicina,0,2,0,0,0,,1,2011-08-09,2011,23.010290322580637,74.52000000000001,Aptandra,Ingeniero del Suelo - Pionera
27273,8,Bosque de Tierra Firme,TF4,2a,840,NO,Fabaceae,Inga stipularis DC.,Inga,stipularis,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Inga,Ingeniero del Suelo - Fijador N
27293,8,Bosque de Tierra Firme,TF4,3a,867,NO,Fabaceae,Inga punctata Willd.,Inga,punctata,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Inga,Ingeniero del Suelo - Fijador N
27301,8,Bosque de Tierra Firme,TF4,3a,876,NO,Bignonaceae,Jacaranda copaia (Aubl.) D.Don,Jacaranda,copaia,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Jacaranda,Ingeniero del Suelo - Pionera
27309,8,Bosque de Tierra Firme,TF4,3b,884,NO,Apocynaceae,Aspidosperma nitidum Benth. ex Müll.Arg.,Aspidosperma,nitidum,0,0,0,0,0,,0,2011-08-09,2011,23.010290322580637,74.52000000000001,Aspidosperma,Caja Fuerte - Maderable
